App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Sentiment,Device,Language,OS Version,Reply URL,Topics,Custom Topics,Tags
Reflectly - Journal & AI Diary,iOS,1241229134,6939672909,United Kingdom,3.20.0,2,2021-02-01,Emmaa💫,mediocre at best,"it's a simple concept, with many other apps like it. after about 5 entries, you're allowed no more, and forced to buy premium (£50+ a year just to write your thoughts in an app?!) 
don't bother y'all, just use the notes app and track your own mood.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161745304/reply,"[""Complexity"", ""Design & UX"", ""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6939790683,India,3.20.0,1,2021-02-01,distraught-techie,Bug in the first bottom navigation bar option,Just shows an empty grey container,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161745410/reply,"[""Bugs"", ""Design & UX""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6940706295,Kuwait,3.20.0,5,2021-02-01,layoona5,Amazing,"It's an amazing app, it sure does help a lot, and I’m grateful for this app💙💛",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161746825/reply,"[""Satisfied users"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6939774162,Kuwait,3.20.0,3,2021-02-01,Cuteness_Dragon,𝙿𝚕𝚎𝚊𝚜𝚎 𝚛𝚎𝚊𝚍💗,HELP i did everything like i even asked for help from my family and stuff but it still didnt work!? Not mad though yet please fix it on my screen it was like just blank just abit darker like nothing is in it i even trh to create a mood check in😿😿,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161746833/reply,"[""Bugs"", ""Design & UX"", ""Feature Requests"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6938899596,New Zealand,3.20.0,5,2021-02-01,CharlieClark875,Awesome,You don’t need premium at all,,,mixed,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161747498/reply,"[""Pricing"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6938554990,New Zealand,3.20.0,1,2021-02-01,_stephanyp,won’t let me write for free,reflectly was good for a while but this new update won’t let me write new mood check ins or even read my old entries without upgrading to premium which is over $100 a year,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161747513/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6942219146,USA,3.20.0,4,2021-02-01,weberab,"great place to write down things that i don’t wanna tell to anyone else, would recommend!! :))","i always had a tough time saying things to people worrying that they won’t keep it a secret or think i’m weird, this app is great for letting out my feelings without having to tell anyone.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785734/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6942139240,USA,3.20.0,5,2021-02-01,Boba_Addict...,I LOVE IT!!♥️,"It kind of relieves my stress because it feels like I’m expressing my emotion and like I’m talking to an actual person but it’s not really a person, it’s a app but I really love it and I definitely recommend for those people that feel like they need somebody to talk to. I have anxiety and am very stressed almost daily- so I use this to relieve my stress and it did!! I recently got it and I’m planning on using this app everyday, there is also motivation quotes which I need because I’m not motivated by anything until I got this app and it helped me with my self esteem and how I feel about myself. It is a very positive app and so if your looking for an app that you can express yourself and show how you feel, this app fits you! They have little notes on how you can describe your day and I tell it everything, I’m really in love with this app and had never been this satisfied in a while🥰.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785749/reply,"[""Frequency"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941813029,USA,3.20.0,4,2021-02-01,Unicorngrl81007,It’s great but premium is annoying,Soooo...this app is great!! It makes you really think about what could improve in your life and what you are doing great...BUT I hate how you wait a week and then you can’t even see your states until you pay for premium...that’s really annoying but otherwise this is a great app,,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785760/reply,"[""Performance"", ""Pricing"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941798711,USA,3.20.0,5,2021-02-01,emobon11,good,great,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785768/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941780565,USA,3.20.0,5,2021-02-01,rippleyplays,Very good app,I recommend this to anyone honestly.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785776/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941769600,USA,3.20.0,5,2021-02-01,Disneyevan,Cool app,Cool app,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785785/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941726779,USA,3.20.0,1,2021-02-01,Ella.R.B,Useless without premium,I can’t do anything without getting premium. Didn’t help me at all,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785796/reply,"[""Feature Requests"", ""Dissatisfied users"", ""Pricing"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941651469,USA,3.20.0,5,2021-02-01,magschev,Very helpful,I really like that I record my mood daily along with my thoughts. The inspirational quotes keep me going throughout the day.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785803/reply,"[""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941598739,USA,3.20.0,5,2021-02-01,macii moo,This app so so amazing,It helps me a lot when I need to went bc there aren’t many people I actually can vent to . So this app is amazing for just letting everything out. Plus there is a face recognization setting on the app so only you can get on the app !! I love this app so much because you can track your feeling and how much you have improved or decreased your welness. GOOD APP!🤩🙌🏼,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785812/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941364376,USA,3.20.0,3,2021-02-01,Kimee Frio,You have to get premium,This is a good app so I started filling out mh check ins. After there were ads to get premium in order to do stuff. IT’S A JOURNALING APP. Seriously? We have to get premium to do stuff on this app. It removed all of my check ins so I am not longer able to see them.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785824/reply,"[""Advertising"", ""Pricing"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941316609,USA,3.20.0,4,2021-02-01,good gamer r,Good app,It helps me a lot especially with how I’m feeling and it makes me feel like if I have no one to talk to I can type in here without anyone judging me and it helps a lot with my anxiety 😅,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785830/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941279299,USA,3.20.0,5,2021-02-01,Sadie .J,It’s for you💕,"I LOVE this app! It can help relax and calm down. It’s not just a journal😊 You can... read quotes, write, relieve stress and anxiety!",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785842/reply,"[""Satisfied users"", ""Customer Support"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941130337,USA,3.20.0,5,2021-02-01,magtb,Great!,"This app is very good at its job; and I’ve only been using it for a day. Even though you have to pay for somethings still, it’s not getting in the way of you using the app. At all really. Are use the free version and it’s still great. Like with some other apps you have to bye like pretty much the entire thing to be able to use the app and if you don’t want to buy it then it’s pretty much just getting in the way of you using the app in its entirety. Which is quite annoying (specially in the fact that that’s pretty much every app out there). I am only reading this app five stars because of what I’ve seen so far. I haven’t been using it for that long clearly, but it still seems to be working. I love how you can customize pretty much the entire thing just to your liking. It is very good with letting you speak without caring. Like when you sometimes need to just talk but you can’t talk to specific people or you just feel like you can’t talk to specific people; yes well now you can. I love how you can just speak into it and not even care. Very good tool for remembering your thoughts and how you felt. Sometimes in the moment you don’t quite remember all of the things that happened to you and that day that you would like to remember and sometimes writing it down just doesn’t quite cut it. Anyways overall this app seems to be pretty good. It’s cute, it makes me feel good about myself, and makes me feel happy overall. I would recommend this app to a friend.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785849/reply,"[""Design & UX"", ""Feature Requests"", ""Pricing"", ""Satisfied users"", ""Update"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6942016844,United Kingdom,3.20.0,1,2021-02-01,tearysadsoul,I love the app but..to much money!!,Mental health is a lot better then money,,,mixed,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785936/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941551542,United Kingdom,3.20.0,3,2021-02-01,i love the pancake game,Confused?,If this app is 4+ then say I was a 4yr old and I downloaded this app it’s not like I have an email address to sign up so I ask for mums one and all of a sudden I start trying who knows what! This should be a 9+ game not an 4+ game thanks for reading,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785946/reply,"[""Notifications & Alerts""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941458579,United Kingdom,3.20.0,3,2021-02-01,CloeNoir,Somehow fine,"I like it but there is a bug on the main screen, I need to scroll down for a long time till get into the options and diary. It is so annoying.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785957/reply,"[""Bugs"", ""Design & UX""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941351697,United Kingdom,3.20.0,5,2021-02-01,admarhimas38383,So good !!!,so good,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785980/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941142055,United Kingdom,3.20.0,5,2021-02-01,loobyLu09,Brilliant app,This app is we’re you can right your worries and how you feel down. Defo recommended it. It also gives you quotes that lift your spirits. This helped me a lot. Thank you,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162785991/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6942222955,Sweden,3.20.0,3,2021-02-01,FOR HELVEDE.,reflectly,kanske inte värt o betala så mycket för de lilla men bra som en digital dagbok om de känns säkrare att ha de på mobil än på papper.,,,negative,,Swedish,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162786243/reply,"[""Audio""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941938921,Sweden,3.20.0,5,2021-02-01,Natti_05,Inga ord,Asså jag har haft det i en dag och jag blir bara gladare varje gång jag ser appen😁,,,mixed,,Swedish,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2162786250/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6941349116,Turkey,3.20.0,3,2021-02-01,asyaramses,Yazdıklarımı göremiyorum,1 yıl önce indirdim 1 ay önce bana premium almadığım için yazamayacağımı söylediler bende sadece yazdıklarımı okumak için silmedim uygulamayı ama artık yazdıklarımı göremiyorum kocaman beyaz bir ekran var sadece. Yazdıklarımı görmek istiyorum önemli şeyler benim için.,,,negative,,Turkish,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2163723923/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6936784171,USA,3.20.0,4,2021-01-31,Abby Burkholder,Great app but...,"Reflectly is an amazing app! It lets me write down what I’m feeling, and it has helped me get some things off my chest and I just love the app! However on my third day of Reflectly I was not able to do my morning reflections or any thing, without having to buy premium... 
The app is great way to spend your money, but it’s just not for me.
Everything else is perfect!",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111066/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6936576514,USA,3.20.0,5,2021-01-31,Horse.life,The best app ever,"Hello. I just downloaded Reflecty a few days ago and let me tell you it is amazing! I have anxiety, and this app has made me have just some time for me to relax and calm down before the day starts and when the day ends. I strongly recommend this app. Thank you for reading!😊",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111099/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6935835312,USA,3.20.0,4,2021-01-31,celestey the besty,:’),I really just want to be able to express my feelings without having to pay for premium. I’m only 14 y/o  and can’t pay for it although the prize is low:/ but it was overall a great app I used when I was able to journalize for free. So thank you for giving me the privilege to express my feelings while I still could.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111115/reply,"[""Pricing"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6934941376,USA,3.20.0,2,2021-01-31,s h i b a i n u,Why does it cost money?,Im not going to pay just to write my feelings down when I can just talk to a wall.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111139/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6934872056,USA,3.20.0,5,2021-01-31,🥙🌭🥙🌭🥙,helps,its awesome,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111150/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6934617435,USA,3.20.0,3,2021-01-31,unicornsadie_ss,Great but it has some issues,"This app is great! Sometimes it really feels like something I can express my day about. However(like most things) it has its downfalls.
1. Constant notifications. For a mood checkin app I shouldn’t need to have notifications every 5 minutes.
2. Just now I was just about to write 6th checkin and it’s telling me I can’t do it. And that in order to keep going I must pay. Great! That happens right when I was thinking to write a 5 star review on this app.
So yeah. It isn’t the best, but it’s good. So if you’re willing to pay money for a mood check in app this might be for you.",,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111167/reply,"[""Bugs"", ""Notifications & Alerts"", ""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6934596925,USA,3.20.0,1,2021-01-31,Grapedrankisha,Pay-to-play,"It’s revolting and completely despicable to offer free help to those in need and revoke that after only 24 hours of work, requiring pay for continued care from their new supposedly caring companion. I understand locking certain functions, but the whole app? It’s ridiculous.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111200/reply,"[""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6934565065,USA,3.20.0,5,2021-01-31,boomer🤠,omg love this app,it makes me feel rly happy,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111218/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6934358418,USA,3.20.0,5,2021-01-31,hxdthcg,good,i love it,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111228/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6935178956,Australia,3.20.0,5,2021-01-31,Kailou17,AMAZING,Like omg it is helping my sadness,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111395/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6934163369,Canada,3.20.0,5,2021-01-31,gooddayz8111,So far so good,😃😃😃😃😃😃😃😃😃😃,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111450/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6936617842,United Kingdom,3.20.0,4,2021-01-31,Jostick39,Awesome,"This app is really relaxing and it find it easy to use. It has lots of different options you can use to record your day and includes daily quotes to encourage you. However, it’s slightly annoying as you are sometimes unable to create and entry due to a continuous message stating that you need to upgrade your account to continue. Despite this, it’s and incredible and is extremely useful for calming yourself during the day.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111745/reply,"[""Bugs"", ""Complexity"", ""Design & UX"", ""Frequency"", ""Satisfied users"", ""Security & Accounts"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6935554825,United Kingdom,3.20.0,4,2021-01-31,README1695,Amazing,"Get this app. NOW. 
It’s soooo good",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111780/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6935178696,United Kingdom,3.20.0,4,2021-01-31,Aidan Walkers Crisps,Nice to reflect on what I’ve done in my day,"I like how if I don’t want to talk to anyone I can reflect using my phone and writing up on how my day has been.

Newest Update..

The new layout and update kinda ruined the experience with having to pay money to now reflect, you can now only add moments and photos. Which really kills the app for me as I don’t have any spare funds.",,,mixed,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111793/reply,"[""Camera & Photos"", ""Pricing"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6935660693,Netherlands,3.20.0,5,2021-01-31,mandyktk,Lolz,Nice,,,positive,,Dutch,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2160111985/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6938115961,USA,3.20.0,5,2021-01-31,bakugo+kirishima,Bakugo+todoroki +kirishima +deku,This is a good app for having to vent without actually talking to anyone,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161744690/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6937538068,USA,3.20.0,3,2021-01-31,the little blue city owl,Good but needs improvements,"The options for activities and moods are too vague. There weren’t more when I payed for it either which was highly annoying. I’m still using it, but wish this would be improved. Probably won’t be though.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161744708/reply,"[""Feature Requests""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6937537403,USA,3.20.0,5,2021-01-31,jsnshshshhdhdjdjdujdjd,Amazing!!,"This app has made me feel so much better about myself! I downloaded it yesterday, and I feel amazing! I love the quotes so much! I read them all the time, and it’s an amazing app! Keep on doing what your doing Reflectly! 😁👍",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161744729/reply,"[""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6937407359,USA,3.20.0,4,2021-01-31,fhjfnxjcndnf,My review,I like it it’s very calming!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161744758/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6937251124,USA,3.20.0,5,2021-01-31,ASHCASHCAKEs-,Amazing,I love this app I use throughout the day,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161744773/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6937231239,USA,3.20.0,4,2021-01-31,goober_noober420,good so far,i may have accidentally spent money on it tho,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161744789/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6937217535,USA,3.20.0,1,2021-01-31,Dreamvillekill7,Forced premium,Makes you pay for premium to use anything in the app once you make it a habit. Not worth it don’t try to get used to their platform.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161744809/reply,"[""Design & UX"", ""Feature Requests"", ""Dissatisfied users"", ""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,6937059963,Canada,3.20.0,5,2021-01-31,Bøbã Wølfìė,This is amazing!!,This helps me so much i love it!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2161745081/reply,"[""Satisfied users""]",[],[]
