App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Sentiment,Device,Language,OS Version,Reply URL,Topics,Custom Topics,Tags
Reflectly - Journal & AI Diary,iOS,1241229134,9527451262,USA,4.8.1,5,2023-01-20,Tootgamer,I don’t like it,I LOVE IT❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3084617400/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9527440862,USA,4.8.1,5,2023-01-20,Bhhvgvy,None,This app is really helpful especially for people who don’t have anyone to talk to like it’s really useful they give you lot of advice and etc.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3084617401/reply,"[""Design & UX"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9526496959,USA,4.8.1,5,2023-01-20,#TwixLife :P,love this sm,such a cool app! love using this to unwind and settle into what i’m thinking and feeling. 10/10 recommend,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3084617402/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9526043041,USA,4.8.1,5,2023-01-20,Dogsarecute1847,Awesome!!,It’s a super fun app to use. Cool features and a very clean easy to use page. Along with this it’s super relaxing and stress relieving to write down my feelings it helps me so much during the week days when it feels like they’re dragging on. You can post pictures of anything you want it’s basically an online journal that you can use however you want to. Would definitely recommend to someone who’s looking for a way to cope with their emotions or just write down their feelings!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3084617403/reply,"[""Camera & Photos"", ""Complexity"", ""Connectivity"", ""Design & UX"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9527532157,United Kingdom,4.8.1,4,2023-01-20,the gamer who reviews,Reflectivly,I like Reflectly it’s very helpful go get it,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3084617428/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9529306546,USA,4.8.1,5,2023-01-20,Serebnirty,It’s the best,This has helped me a lot and only a week and I just love it😊,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3085519959/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9529290720,USA,4.8.1,5,2023-01-20,oceanmoon9999,Reflectly,I looove this app it helps me with anxiety and calms me down,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3085519961/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9529234989,Canada,4.8.1,5,2023-01-20,imacatowo,Y E S ☺️☺️,"I rated this a five stars cuz this app LITERALLY HELPED ME FEEL AND BE SO MUCH BETTER. Like writing down what your feeling is really good for you, and doing a daily challenge everyday helps you sometimes get out of your comfort zone to be a little confident! I recommend this app :)",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3085520058/reply,"[""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9523396986,Australia,4.8.1,5,2023-01-19,awesomest jess,Jessis super Duper Awesome!!!,I love this app! It is just like a friend and it wants to know about your day even if your not the happiest! You can also use this app as a diary and look at it whenever you want! 1000% recommend!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3083960193/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9520473124,USA,4.8.1,5,2023-01-18,"""joe listener""","Beautiful, functional, inspirational","This app is exactly what I was looking for. Something where I could do a daily check in with myself and get in touch with whatever is happening on the inside.

Works a little bit like a mirror for what’s going on it helps me make space for whatever is going on.

The app is gracious and beautiful and intuitive as well.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3083074868/reply,"[""Design & UX"", ""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9518909456,USA,4.8.1,1,2023-01-18,slaurennnn,Not worth the cost,Really a waste,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3083074869/reply,"[""Dissatisfied users"", ""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9522132556,USA,4.8.1,5,2023-01-18,THE_ShAdOw man,Very therapeutic,I use this app everyday and I feel way better than before. It’s good to gets things off your chest. If you’re stressed or anxious or depressed this is the app for you!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3083960151/reply,"[""Frequency"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9515503492,USA,4.8.1,1,2023-01-17,ldpickens,Terrible app and website,"While I appear to only have a basic account, I was just charged for one year of service. Upon realization I attempted to cancel the subscription and get a refund. I am only able to access my account on the app, which does not have a function to cancel your account. The website on desktop does not have a function to reset your password so I am stuck there as well. Terrible customer experience",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3081365285/reply,"[""Dissatisfied users"", ""Payment"", ""Performance"", ""Pricing"", ""Security & Accounts"", ""Sign Up & Login"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9516103768,USA,4.8.1,5,2023-01-17,raven grove,Great app,Love this app!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3082258696/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9516324961,Canada,4.8.1,5,2023-01-17,i like this app!!!!,Amazing app,I love how I can tell how I feel and what happened in my day!❤️ love this app,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3082258715/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9515800789,Canada,4.8.1,2,2023-01-17,BOOGIE_SNACK,What did I just pay for??,"I wanted something to start journaling and this app came up a lot on review sites. Decided to give it a try. Purchased a yearly membership as this app was really well reviewed.. 

honestly after 3 weeks of using it every day, I don’t know what value they are charging for. Record my mood and some quotes throughout th day?? Thats it??? 

5 minute journal is free and does way more.. 

Oh and asking me to purchase a bundle upgrade every time I log in.. i just purchased an app the should be free for what it does, why would I give this ANY more money?",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3082258716/reply,"[""Frequency"", ""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9516357932,United Kingdom,4.8.1,3,2023-01-17,Cocopops786,Too early to tell,Only just signed up.  In theory sounds ideal…,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3082258797/reply,"[""Audio""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9511885705,United Kingdom,4.8.1,5,2023-01-16,Mrclad52,Great app,Has really  helped me to track my mental health and progress,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470302/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9512239693,USA,4.8.1,5,2023-01-16,Lay💗💗,I love it,This is the best app ever🙈🙈,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3081365287/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9511529103,USA,4.8.1,5,2023-01-15,jfkdjdmdkwkekckciff,Valid,Valid,,,mixed,,,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470133/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9509838142,USA,4.8.1,4,2023-01-15,thgsggsrgfafghh,Idk,4?,,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470134/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9509372247,USA,4.8.1,5,2023-01-15,Necrx,Well oriented,"Great ui and pleasant, interactive components",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470135/reply,"[""Design & UX"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9508860463,USA,4.8.1,2,2023-01-15,nananad2,Widget,I tried getting the widget for this app but all that showed up was a blank screen.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470136/reply,"[""Design & UX""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9508691322,USA,4.8.1,5,2023-01-15,pusheenforever,SO GOOD & HELPFUL WITH EMOTIONS,"This app is almost like therapy for me, and you don’t have to have premium to use it like some other apps. And I really like the daily check-ins, challenges, and the quotes.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470137/reply,"[""Design & UX"", ""Frequency"", ""Pricing"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9508512824,USA,4.8.1,1,2023-01-15,callmecelery,Can’t unsubscribe from premium!,"I liked this app, but this is unacceptable. 

I’ve tried a lot of mental health apps over the last year, and Reflectly was among them. It was helpful, and I liked what the premium features offered, so I subscribed when they offered a discount. (Let’s face it, $60/year is a lot when you’re still testing the waters.) Recently I’ve found other apps that work better for me, so I decided to unsubscribe from their premium service, but I found myself unable to do so. 

There is no option in the app itself, or in Apple subscription settings, ANYWHERE. The only thing you *can* do is change to a different subscription price. 

I tried deleting my account, deleting the app... Still nothing. This is absolutely unacceptable.

I hope they fix it, and when they do I’ll change my review, because I honestly did like the app. But until then I am incredibly disappointed in this developer.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470138/reply,"[""Bugs"", ""Dissatisfied users"", ""Notifications & Alerts"", ""Pricing"", ""Security & Accounts"", ""Use cases"", ""Devices""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9508209191,USA,4.8.1,5,2023-01-15,ggagsbdhdbd,Best app,I love this app it helps me when I’m having bad days something about this app is perfect,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470139/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9509972081,United Kingdom,4.8.1,1,2023-01-15,989Astro,Can’t cancel subscription,There is no way I can cancel my auto renewing subscription. I have got in touch with support team 3 times with no response .,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470303/reply,"[""Design & UX"", ""Pricing"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9504644873,USA,4.8.1,5,2023-01-14,CooperKupp10,Best App,"This app has been very helpful in the past couple of days, because it calms me down. The only thing is that I wish that there was no in app purchases, because I don’t want to have to pay to unlock cool features, but other than that, it is perfect.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3079667050/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9508039000,USA,4.8.1,4,2023-01-14,YanaMaxwell,Great app,Only problem is every time you open the app an add comes up to purchase a bundle,,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470140/reply,"[""Bugs"", ""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9507168261,United Kingdom,4.8.1,5,2023-01-14,lottie2328,Helpful Journaling 🌿,"Really good app, has helped a lot - this is my second year of using Reflectly and although I struggle to keep up with daily journaling I find it much easier to cope with using this app. The only downside is that once you start to rely on the app you have to continue with the subscription if you want to keep everything you’ve noted. On the whole I am pleased I have kept my subscription as I can log into it on multiple devices (ie Phone/IPad) so I can keep things updated.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3080470304/reply,"[""Frequency"", ""Pricing"", ""Satisfied users"", ""Update"", ""Devices""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9501491579,USA,4.8.1,5,2023-01-13,OMGITZBUNZ,Self care,"I love this app it is a daily dose of exactly what I need through out my day. I wish it included more ideas of how to self-care. Like.. Bubble bath/spa day massage, journaling, and/or meditate",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078983053/reply,"[""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9501093111,USA,4.8.1,5,2023-01-13,wesleytheaspect,Yk honestly this has helped me,"Now, personally I struggle with not really knowing what my feelings are, like my feelings and all my thoughts and everything. This app has genuinely helped me see what to avoid in my life and how to make everything better. More than 5 stars if I could💞",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078983054/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9500896994,USA,4.8.1,5,2023-01-13,I don't have a nickname-,so grateful for it,I love this app so much,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078983055/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9500767189,USA,4.8.1,5,2023-01-13,Juliab125666,Juliab125666,It’s really good to express ur feelings.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078983056/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9504043808,USA,4.8.1,5,2023-01-13,Crazy cat 2016,Incredible,"I love this app, I struggle with my mental health greatly and being able to talk to someone who isn’t there to judge is incredible. Even if that person is a robot. I love telling this app about my day it makes me feel so much better. Please download this app if you struggle with telling others about your day or if you need someone who will listen to you. It literally saved my life.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3079667052/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9504039240,United Kingdom,4.8.1,4,2023-01-13,Evie 🫶🏼,AMAZING!!!,☺️,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3079667089/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9498590165,Canada,4.8.1,5,2023-01-12,Laurel1983,Thumbs up,"I find the app’s general feel to be casual, friendly, and non-demanding. Usually I hate mood tracking apps, so for that fact alone it was worth it to me to pay for a year’s subscription (once I’d been using it to journal for a few days, and it was on offer for a significant discount.) I’m hoping to not need the tracking option so much in a year’s time.

Usually I’d find the fact that you have to complete a “mood check-in” to make a new journal entry off-putting, but I’m finding the tracking so useful that it’s totally worth it to put the effort in and take the ten seconds to complete. You can add your own one-word answers to the three multiple-choice check-in questions (with little pictures that you choose to make them easy to scroll through and find), and then look back on trends and see not only how your emotions have changed but what you were doing during those times.",,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078426798/reply,"[""Camera & Photos"", ""Complexity"", ""Design & UX"", ""Pricing"", ""Satisfied users"", ""Customer Support"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9497530744,Canada,4.8.1,5,2023-01-12,😐😐😐❤️💔,Super good and healthy!,This app has helped me especially when I have no one to vent to and the day after getting this app I had an amazing morning without any troubles! Who needs therapy when you have Reflectly!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078426799/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9500637039,USA,4.8.1,5,2023-01-12,rathernotsay1849494,"Good, but",You should be able to change the colors. I don’t know if this is something that’s in premium but I think pink is a lot more common than purple and I would like to be able to change the color.,,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078983057/reply,"[""Pricing"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9494323909,Ireland,4.8.1,5,2023-01-11,Clalessa,Very helpful,I really enjoyed use this app for remind me to relax and be grateful about my life!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3077778838/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9496833537,United Kingdom,4.8.1,5,2023-01-11,wehatethis gam,fab,it’s just a great app that helps me think about what life is and how I’m feeling,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3078426811/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9492417971,USA,4.8.1,3,2023-01-10,Rebecca MJ,Almost perfect,"So far I will say this is the best daily reflection app I’ve seen in a while since using daylio a couple years back, but there are a few things that could use improvement. 

I wish you could go back and upload your old pictures and do the challenges if you forget to do it that day but it simply won’t let you, you can only add on your Reflectly entry from previous days. And I think they do that so you can remember to do it every day and be consistent, so if you miss a day, you miss out of the fun aspects of this app such as uploading a photo or doing the wisdom / challenge of the day (which I understand cause this app is trying to make you more consistent - but at least let us re-upload photos since we’re allowed to re-enter past Reflectly entries). 

Other than that annoying thing, the app is beautiful and very user friendly, and I hope the developers can fix the photo upload entry thing soon cause I’d definitely be willing to give an updated review. Good luck and happy reflecting!",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3076376059/reply,"[""Bugs"", ""Camera & Photos"", ""Design & UX"", ""Feature Requests"", ""Frequency"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9492251164,USA,4.8.1,4,2023-01-10,PsychoMan84,Reflectly,I give 4 stars because I had to put my email and also its telling me to pay money for a bundle of stuff but I don’t want it.,,,mixed,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3076376061/reply,"[""Notifications & Alerts"", ""Pricing"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9490758968,USA,4.8.1,5,2023-01-10,whhdhdndjd,Amazing free app,Helped a lot with understanding how mush I change throughout the days with mood swings and work,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3076376063/reply,"[""Pricing"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9490668127,USA,4.8.1,5,2023-01-10,0000000563412,Thanks,"This app has helped me a lot. I didn’t have any of the purchases but the experience was still spectacular! I would definitely recommend this app, it helped me get out of my comfort zone, deal with anxiety, and find time for happiness. 

Thank you creators! 
💗 Sophie",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3076376065/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9489832717,USA,4.8.1,5,2023-01-09,Greyson/sub to me:Dems,Idk,If I could do ten stars I would this app is the best!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3074895965/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9489137868,USA,4.8.1,5,2023-01-09,yrdbnxf,Reflectly,It is super fun and helpful,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3074895968/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9489126613,USA,4.8.1,5,2023-01-09,that girlfjfvfudby,My personal experience,This app has helped me get trough so many things its like a reminder to clear out ur mind everyday and it gives u the most helpful quotes u could find i love this app sooo much and i would definitely recommend it to people who are going through tough times😃👍😁,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3074895970/reply,"[""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9488561318,USA,4.8.1,4,2023-01-09,itsyaboyfoxy,Very great,Amazing app!!!!!!!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3074895972/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9486972400,USA,4.8.1,5,2023-01-09,KidFeFe,The Help,This app has really helped me to reevaluate My life and myself as a person.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3074895974/reply,"[""Satisfied users"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9487243492,Germany,4.8.1,5,2023-01-09,someone that is alive rn,Good app,It’s nicely designed and actually quite helpful- i use it as a bit of a Diary sometimes because I can add pictures and reflections easily! It’s overall a pretty neat app,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3074896207/reply,"[""Camera & Photos"", ""Design & UX"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9490105568,USA,4.8.1,5,2023-01-09,kateeeew51000,Five Star,I really like Reflectly because they are making me feel good about myself and how I will stay positive in the future. I learned how to control how I feel and become a “better” person!!!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3076376066/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9486142618,USA,4.8.1,4,2023-01-08,Merge Mansion 1947183,Good so far ツ,"╱╱┏╮╱╱╱╱╱╱╱╱╱╱
╱╱┃┃╱╱┳╱┓┳╭┛┳┓
▉━╯┗━╮┃╱┃┣┻╮┣╱
▉┈┈┈┈┃┻┛┛┻╱┗┗┛
▉╮┈┈┈┃▔▔▔▔▔▔▔▔
╱╰━━━╯
┏┓ OK!
┃┣━┓
┛┣━┃
⠀┣━┃
┓┣━┃
┗┻━┛
☆┌─┐ ─┐☆
   │▒│ /▒/
   │▒│/▒/
   │▒ /▒/─┬─┐◯
   │▒│▒|▒│▒│
┌┴─┴─┐-┘─┘
│▒┌──┘▒▒▒│◯
└┐▒▒▒▒▒▒┌┘
◯└┐▒▒▒▒┌",,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3073433869/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9484171935,USA,4.8.1,1,2023-01-08,iufdhviuefhv,Payment before use,Not even able to trial or experience the app. Requires payment upon registration. Don’t want to spend money on an app I haven’t even looked at yet.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3073433870/reply,"[""Payment"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9483865082,USA,4.8.1,5,2023-01-08,Mommyrita,Really helped with my anxiety,I have been down and this helped me vent my feelings without being judged,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3073433872/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9483179148,United Kingdom,4.8.1,4,2023-01-08,boarasha,Amazing,Great,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3073433991/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9485747100,India,4.8.1,5,2023-01-08,Mahitaratesstuff,The best app ever made for self growth!!,"Reflectly has been very helpful for me to journal all my thoughts and emotions. The best part is it makes everything so much more simpler, easier, and aesthetic.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3073433995/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,9482501217,USA,4.8.1,3,2023-01-07,Ava_Gassert,Great! But needs work,"Every time I open the app it asks if I want to buy premium! 😑
But other then that…it’s a good app!😊",,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/3072132541/reply,"[""Frequency"", ""Pricing""]",[],[]
