App Name,App Store,App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Sentiment,Device,Language,OS Version,Reply URL,Topics,Custom Topics,Tags
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,74095795-fe78-4fa8-9f7e-563f7c5814aa,English,,4,2023-01-23,Denise Sadlik,,It's nice to track with no one else's opinion!,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522277/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,ee5bff87-cdef-4330-8610-2323a27bd243,English,,5,2023-01-23,joan karanja,,It's great. Still interacting with it. I will have more to say once I have made proper use of it.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522279/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,99384573-dcbc-47d7-84fa-441432371769,English,,4,2023-01-23,cesare maglioni,,"I cannot add my proper habits and routies, only the ones suggested by the app",,,mixed,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522282/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,70e800c4-6915-46d9-bd2f-f36ff46346dc,English,,1,2023-01-23,T Ashcraft,,"So far, I feel like this app is a lot of hype, lies, and broken promises!",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522283/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,c0e1476f-c285-4f2e-b383-21be6e1547f8,English,,4,2023-01-22,Grace Wambui,,I really like the app because it's all in one. Very convenient for everyday use. But I would like to see more information content in the dashboard.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522287/reply,"[""Feature Requests"", ""Frequency""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,7389e17c-42c9-40d2-81f0-02c382d2b585,English,,4,2023-01-22,Charudutta Chaudhari,,Nice app. UI could be better Tough.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522290/reply,"[""Design & UX"", ""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,30fcec6a-930b-4296-bb76-13e19b5004c4,English,,3,2023-01-22,Connor Risberg,,Love the app.... when it actually is working. I use the free version (yes even though it asks for u to pay for stuff u can still use the basic habit tracking function without payment). However unfortunately it seems like every time they update/sometimes randomly the app doesn't work for a day or 2. If they could iron this out and stop this problem from happening this would b a 5/5 but unfortunately this does greatly hinder the usefulness of this app at times,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522293/reply,"[""Bugs"", ""Frequency"", ""Payment"", ""Pricing""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,ca55f259-1362-4574-9c2b-b65cb9672d81,English,,1,2023-01-22,Lydia Medina,,"I purchased this app in June 2022 and used it for 3 weeks. I decided to go back to using it this week. The UX/UI is awful! The routine premium carousel is troubling swiping 30 carousel cards. There are many glitches such as the date and time notifications, editing/deleting a habit, scheduling days not being executed, and not user-friendly when customizing a new habit.  The only benefit the app has is the ""done for you"" habits to use.  I have deleted and requested a cancellation subscription.",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522295/reply,"[""Design & UX"", ""Notifications & Alerts"", ""Pricing"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,2a79d37d-db23-43b6-b904-1de0f7ca3ab9,English,,4,2023-01-21,Geoff Bradley,,This is a solid reminder of what I need to do to be consistent.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522296/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,030ba01b-1503-4135-bd1a-4197b518aa8b,Spanish,,1,2023-01-21,Asesorías en Comercio,,"Tengo problemas xon la App pues le instalado, desitalado y demás y siempre se queda en Stand By, y no me permite trabajarla, no corre Agradezco su colaboración",,,negative,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524685/reply,"[""Bugs"", ""Update"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,c873740e-c911-4de3-9db2-cb7753b4d25b,English,,1,2023-01-21,Daniel Losoya,,"Total waste of money. This is not a tracking app, this is a restrictive check the box outline. It's worthless garbage. They spent far more money on advertising to sell you the 3 thousand dollar version, that they won't tell you is the 3 grand version till you buy the app first. This is a clever scam not a useful app.",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522298/reply,"[""Advertising"", ""Design & UX"", ""Dissatisfied users"", ""Privacy"", ""Pricing"", ""Security & Accounts"", ""Update""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,eaeac8bd-ca60-4406-9af6-81ae116aace0,English,,5,2023-01-21,Enolz Ryouji,,Easy to use and very functional,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522301/reply,"[""Complexity"", ""Design & UX"", ""Satisfied users"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,74ced485-35c5-4ef2-a403-1c8503eb4bc6,English,,1,2023-01-21,Satya Sundar,,"I was really excited about checking out this app and all the benefits they promised I will get and really convinced me that it is the app of a lifetime. Then the same old fake marketing. The whole video was about how you get things for free and after watching the whole video they asked me to pay to get the things they just promised it was free. Also they asked for the email to send my personalized routine, I didn't receive that also. Please don't use fake marketing and promises to earn ur money.",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522304/reply,"[""Notifications & Alerts"", ""Video""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,c14ce39f-2816-465d-9453-4801399995e5,English,,5,2023-01-20,Ahmed Hanafy,,I thank you and God bless ❤️❤️,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522306/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,632e5b35-cbac-4e35-b2bb-585f9599bbd6,English,,5,2023-01-20,Tami Grgas,,Love this app.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522310/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,63de1f27-f970-4615-b206-ed42c3ed634d,English,,1,2023-01-20,Marco Peña,,Just your updates every other day makes me sick. If you continue doing that I will find another app.,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522313/reply,"[""Update""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,b1bd5d57-d7a3-4d29-ae2d-1d3c9a838b09,English,,1,2023-01-20,Emma Tann,,I signed up because it says it was free until I got to the paid subscription part. Its not expensive but I expect free to be free and paid is paid so for that reason I'm bowing out,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522315/reply,"[""Pricing""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,9fbb5654-fc36-453c-ae5d-97700229adf5,English,,3,2023-01-20,Melinda Venter nee White,,"I've been asked to rate Ultiself after less than 24 hours of use... Can't say i can give a good opinion at this point. So far it sems to be doing what they have advertised, however, i haven't had chance to see any reminders. The info and descriptions of what to do for each habit are good and i like the additional info provided. Will try remember to come back after i have had sufficient opportunity to try it out more thoroughly and tested more of the features.",,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522317/reply,"[""Advertising"", ""Gaming""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,f131ac0f-a9c8-42c2-bcb5-8a184e098669,English,,5,2023-01-20,Shahadat Maha,,I love clicking in once the habit is accomplished in tracker 👍,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522319/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,8dbe59e6-21df-4bb0-8eb6-7ae5a2952972,English,,5,2023-01-20,123 123,,It's just a great tool to track your performance across the metrics that matter to you,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522320/reply,"[""Performance"", ""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,f3c3727b-2032-4f68-ae10-10a0acb875db,English,,1,2023-01-19,Eric,,"***!! AVOID THIS APP !!*** For over a week now opening the app does absolutely nothing. A total waste of time!! Definitely would recommend avoiding spending money on this worthless app. To add insult to injury I have seen an ad for this two times this week. Don't waste your time! Update: I really want to update my review and provide a positive response, but, once again the app is utterly broken. I still strongly recommend avoiding the heck out of this frequently broken trash.",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522321/reply,"[""Advertising"", ""Frequency"", ""Dissatisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,3273a1cf-b634-4a38-9958-a35a3ad9117c,English,,3,2023-01-19,sohel salate,,Facing payment issues,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522322/reply,"[""Bugs"", ""Payment""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,dc992966-5166-4456-a5ab-926ab424bb79,English,,4,2023-01-19,David,,Good idea and very helpful team behind the app. It looks incredibly stark and impersonal as a design and would be nice for it to have a little colour here and there to help visually group elements into categories or time of day to do a task,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522323/reply,"[""Design & UX"", ""Satisfied users"", ""Customer Support""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,2740defb-0d4e-4bad-9022-b06ac44e9b25,English,,2,2023-01-18,Marium A,,This is basically the app tick tick but not free :/,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522324/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,5a5a7cca-652e-4e95-8adb-7b7783cb6df7,English,,5,2023-01-18,vijay gaikwad,,Very necessary tool to guide your self discipline,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522325/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,e1331aad-3002-47cc-8636-55df6b856caa,Turkish,,5,2023-01-18,Sami Aktas,,Very useful and helpful app. I definitely recommend. I have started controlling my habits with this app. Thank you developers,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087525614/reply,"[""Design & UX"", ""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,386ba243-7bf8-47f0-9412-5cd25a4a88de,Spanish,,5,2023-01-18,Raul ibarra,,"Me encanta, me gusta que no sea de paga necesarias y de verdad me da la iniciativa para lograr lo que quiero",,,positive,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524687/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,384bde66-bbc0-4355-be2c-86594a37bb97,English,,1,2023-01-18,AG Affirming Grace,,Its like alot of the comments are starting to show. the app has a glitch when you first try to set up account it gets stuck on page. fix the app and maybe I'll come back and try it again. Instagram wasted my time.,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522326/reply,"[""Bugs"", ""Feature Requests"", ""Performance"", ""Security & Accounts""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,29f4dd55-0227-4fe5-a0ad-ca4e871e3c1a,English,,4,2023-01-18,Aakanksha Ramanuj,,"It's great app for keeping the life in discipline and it really helped me out to keep track my activities and improve my habits and as person, I really feel changed.... It's worth it....",,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522327/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,610fc763-15a5-4c9d-b449-427487360b19,English,,5,2023-01-18,ahmad musa,,It really helped me realize how much better you feel when you introduce routine activities into your free time,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522328/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,1119e109-0eb3-4f2c-a771-08a16d1c5b2a,English,,5,2023-01-18,suleman a yahaya,,"It feels so satisfying to log an activity, look at it and say “I did these things every day”",,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522329/reply,"[""Frequency""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,d1b52685-b7d8-432c-be97-20542f99c41d,English,,5,2023-01-17,BRYSON MANZI,,It's cool app.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522330/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,d09be704-2ccc-445a-8d28-7edcfdc93902,English,,1,2023-01-17,Rahul Dev,,It'd be smart to let someone try features or courses for a day atleast.,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522331/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,1f3f376d-602d-43c4-bff5-a648414a1925,English,,5,2023-01-17,James Baldwin,,Good app to track key activities for day in the week. Percentage completed as well as easy dashboard easy to customise. Internal courses available as well.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522332/reply,"[""Complexity"", ""Satisfied users"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,a8084718-8f37-46d1-a657-209ab427c07e,English,,1,2023-01-16,Tola Ochocki,,"Nope. Needs a lot of work. The dialogue boxes are sitting over other words, so I can't choose an answer properly. Looks sloppy and it's super annoying to not be able to choose my answer. I am using the Samsung fold. I tried both with it open and folded. I wanted this app so bad but now it just feels like it isn't worth going any further with it.",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522333/reply,"[""Feature Requests"", ""Dissatisfied users"", ""Use cases"", ""Devices""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,f546d464-a0c1-4522-bb8b-7bc264526979,English,,5,2023-01-16,Ovina King,,Thank you dev team - I see the choices you’re making and they are great,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522334/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,091b356f-215a-499f-a7ed-50eca3e38d1a,Spanish,,5,2023-01-16,sergio cruz olmos,,Me ha ayudado bastante a enfocarme en los puntos mas importantes a trabajar en mi día y con eso estoy más comprometido a hacer lo que se tiene que hacer.,,,positive,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524689/reply,"[""Gaming"", ""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,6b5bf9d3-be15-4962-80d9-ca3b7371d392,Spanish,,5,2023-01-16,Rafael Perez Gonzalez,,Increíble!!,,,positive,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524691/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,04b9fee8-a6ad-4a3e-b4af-b55726e4d0b4,English,,5,2023-01-16,sibiri sawadogo,,It’s a great tool to hold yourself accountable for the things you want for yourself,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522335/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,f0654941-35f7-4985-a5fd-c2199f5da1c3,Spanish,,5,2023-01-16,Paloma,,Te ayuda a seguir un orden en tu vida y no procastrinar. Estoy contenta 😊,,,positive,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524693/reply,"[""Satisfied users"", ""Customer Support"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,9e23d249-5e6e-457e-92e2-1898dd33acc3,Spanish,,1,2023-01-16,Jorge Guerra,,"No sirve, no funciona y no me da la opcion de reembolso antes de los 30 dias.. Ya la desinstale...",,,negative,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524695/reply,"[""Bugs"", ""Dissatisfied users"", ""Payment"", ""Pricing"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,39b92ad7-1c66-4dbc-a873-b920a6e62ad0,English,,4,2023-01-15,Maddog Moto,,Good so far!,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522336/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,6018f712-beb2-4310-848c-d9002e8e04df,English,,1,2023-01-15,Akansha Srivatsava,,The app is hanging up again n again,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522337/reply,"[""Performance""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,349ed8ce-fdb7-4fd8-aa5e-fa40577eecfd,English,,3,2023-01-15,Anirbed Mahapatra,,It would be better if notifications pop out every time i set up and not like I go to the app each time to mark my achievement 🙂,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522422/reply,"[""Feature Requests"", ""Frequency"", ""Notifications & Alerts""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,308a0e43-8b30-4844-9f2a-abc2f9641ea5,Spanish,,1,2023-01-15,hector perez,,"Esta es una estafa!! Please dont use this app!!!! Honestly this is a scam. Once you notice that the App is not what it seems to offers, the cancellation process is slow and complicated with their ""support team"". They ask you for data to kill time, as your bank ticket, which makes the time for claims to pass and therefore, you can no longer make a refund. Once time passes, they send you all the ""guides lines"" (not from the very begening) or, ""you can use"" for the time you already paid for🖕🖕",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524697/reply,"[""Complexity"", ""Payment"", ""Performance"", ""Privacy"", ""Pricing"", ""Security & Accounts"", ""Customer Support"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,381f4611-d1af-4dfa-8850-b9f3b1a1be50,English,,1,2023-01-15,Billis Kasparis,,"When you try to get your money back they say to wait 48 hours cause they are busy but they have time to send you new offers, That's weird, also its saying 38$ for the full package but be careful cause it's popping new smaller extras and you get paying a lot more l, that's a shame,I'll come back with an update to see what happens.",,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522423/reply,"[""Payment"", ""Performance""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,87a09b68-322e-47c0-8199-ac71731337f5,Spanish,,5,2023-01-15,Fhgk رضا راجي جبريل علي Cig,,"Cuando lo miro y veo lo que he hecho y lo que no he hecho, es realmente bueno.",,,neutral,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524699/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,a53dfbc5-872b-4351-a279-b4f5a1080707,Spanish,,5,2023-01-15,Hassan Ommy,,Las funciones son fabulosas y mantienen tus hábitos en primer plano,,,positive,,Spanish,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524701/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,451cb54a-9675-4f6f-9b8e-64b1102630da,Indonesian,,5,2023-01-14,Dalton Pelawi,,Apklikasi mudah dan memberi insight untuk menambah kebiasaan yang bisa dipantau.,,,positive,,Indonesian,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087524188/reply,[],[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,3b9c2eb0-fa46-4585-b65b-657b7db49dad,English,,5,2023-01-14,Esma Furler,,"cool app. easy to use and i didn't see any ads yet. even though the interface design is simple, it somehow doesn't look very practical. still easy to learn to use. i'm using the free version but it still works for me!",,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522427/reply,"[""Advertising"", ""Complexity"", ""Design & UX"", ""Pricing"", ""Update"", ""Use cases""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,8b8b2324-5eba-4e5a-beae-f7a8f440d684,English,,5,2023-01-14,Jennifer Lacey,,Awesome,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522428/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,1174f79c-900b-415c-b4ff-210cc4d56d60,English,,5,2023-01-14,pınar ikiz,,Brilliant app! Changed my life for sure. Highly recommend you to buy courses&toolkits in order to maintain the sustainability of your habits. Thanks so much to the team as they always respond instantly and update me.,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522431/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,464cb209-23c3-47d2-9efc-9f4f6e972410,English,,5,2023-01-14,Paul Mendoza,,Great app,,,positive,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522434/reply,"[""Satisfied users""]",[],[]
Ultiself - Habit Tracker,Google Play,Ultiself - Habit Tracker,Google Play,com.ultiself.android,5fe1d509-c699-4f64-978c-864f7584949a,English,,1,2023-01-14,Pratik Kate,,STAY AWAY!! Fraudulent app! They will charge your credit card and will not reply your email for refund. I am still waiting for them to get back (5days already passed). I have reported the app to Google as Fraudulent app.,,,negative,,English,,https://app.appbot.co/apps/2914618-ultiself-habit-tracker/reviews/3087522436/reply,"[""Notifications & Alerts"", ""Payment"", ""Performance"", ""Pricing""]",[],[]
